player,year,age,team,league,games,games_started,games_completed,innings,chances,putouts,assists,errors,double_plays,fielding_percentage,tz_runs,tz_runs_rate,drs,drs_rate,range_9,lg_range_9,range_g,lg_range_g
Walker Buehler,2024,29,LAD,NL,16,16,0,75.1,18,9,8,1,2,0.944,,,-1,-3.0,2.03,1.36,1.06,1.34
Oscar Colás,2024,25,CHW,AL,11,8,6,75.1,16,16,0,0,0,1.0,-2.0,-24.0,0,0.0,1.91,2.27,1.45,2.24
Cade Smith,2024,25,CLE,AL,74,0,0,75.1,7,4,3,0,0,1.0,,,1,3.0,0.84,1.31,0.09,1.29
Niko Goodrum,2024,32,2TM,AL,12,7,7,75.1,25,15,7,3,2,0.88,-6.0,-100.0,-5,-80.0,2.63,3.72,1.83,3.97
Niko Goodrum,2024,32,TBR,AL,8,3,3,39.1,14,7,6,1,1,0.929,-2.0,-61.0,-2,-61.0,2.97,3.59,1.63,4.05
Niko Goodrum,2024,32,LAA,AL,4,4,4,36.0,11,8,1,2,1,0.818,-4.0,-143.0,-3,-100.0,2.25,3.85,2.25,3.8
Paul Blackburn,2024,30,2TM,2LG,14,14,0,75.1,17,5,11,1,0,0.941,,,1,3.0,1.91,1.33,1.14,1.31
Paul Blackburn,2024,30,OAK,AL,9,9,0,51.0,9,5,3,1,0,0.889,,,-1,-4.0,1.41,1.31,0.89,1.29
Paul Blackburn,2024,30,NYM,NL,5,5,0,24.1,8,0,8,0,0,1.0,,,2,16.0,2.96,1.37,1.6,1.34
Blake Dunn,2024,25,CIN,NL,17,7,3,75.0,18,18,0,0,0,1.0,2.0,35.0,0,0.0,2.16,2.21,1.06,2.18
Hunter Gaddis,2024,26,CLE,AL,78,0,0,74.2,13,5,6,2,0,0.846,,,2,5.0,1.33,1.31,0.14,1.29
Emmanuel Clase,2024,26,CLE,AL,74,0,0,74.1,11,4,5,2,1,0.818,,,-1,-3.0,1.09,1.31,0.12,1.29
Luis De Los Santos,2024,26,TOR,AL,12,8,5,74.1,31,12,17,2,0,0.935,1.0,21.0,1,16.0,3.51,2.71,2.07,3.2
Joey Wiemer,2024,25,2TM,NL,19,6,4,74.1,13,12,0,1,0,0.923,0.0,-5.0,2,32.0,1.45,2.2,0.63,2.18
Joey Wiemer,2024,25,MIL,NL,17,6,4,69.1,12,11,0,1,0,0.917,-1.0,-14.0,2,35.0,1.43,2.21,0.65,2.18
Joey Wiemer,2024,25,CIN,NL,2,0,0,5.0,1,1,0,0,0,1.0,1.0,120.0,0,0.0,1.8,2.16,0.5,2.2
José Buttó,2024,26,NYM,NL,30,7,0,74.0,10,5,5,0,1,1.0,,,2,5.0,1.22,1.36,0.33,1.34
Joe Ross,2024,31,MIL,NL,25,10,0,74.0,8,5,3,0,0,1.0,,,0,0.0,0.97,1.36,0.32,1.34
Merrill Kelly,2024,35,ARI,NL,13,13,0,73.2,16,9,5,2,0,0.875,,,-2,-5.0,1.71,1.36,1.08,1.34
Victor Vodnik,2024,24,COL,NL,64,0,0,73.2,14,9,5,0,0,1.0,,,-2,-5.0,1.71,1.36,0.22,1.34
Jason Adam,2024,32,2TM,2LG,74,0,0,73.2,11,4,7,0,1,1.0,,,-2,-5.0,1.34,1.32,0.15,1.31
Jason Adam,2024,32,TBR,AL,47,0,0,47.0,9,2,7,0,1,1.0,,,-1,-4.0,1.72,1.3,0.19,1.29
Jason Adam,2024,32,SDP,NL,27,0,0,26.2,2,2,0,0,0,1.0,,,-1,-8.0,0.68,1.35,0.07,1.34
Jared Shuster,2024,25,CHW,AL,39,4,0,73.1,11,6,4,1,0,0.909,,,0,0.0,1.23,1.31,0.26,1.29
Hunter Strickland,2024,35,LAA,AL,72,0,0,73.1,5,2,3,0,0,1.0,,,0,0.0,0.61,1.31,0.07,1.29
Tristan Gray,2024,28,2TM,2LG,13,7,6,73.0,45,29,16,0,4,1.0,1.0,23.0,3,49.0,5.55,5.62,3.21,5.21
Tristan Gray,2024,28,MIA,NL,5,1,1,15.0,10,1,9,0,0,1.0,2.0,136.0,1,80.0,6.0,2.58,2.0,2.52
Tristan Gray,2024,28,OAK,AL,8,6,5,58.0,35,28,7,0,4,1.0,0.0,-6.0,2,41.0,5.43,6.41,3.89,6.7
Justin Martínez,2024,22,ARI,NL,64,0,0,72.2,9,1,7,1,0,0.889,,,-1,-3.0,0.99,1.36,0.13,1.34
Hogan Harris,2024,27,OAK,AL,21,9,0,72.1,7,1,5,1,0,0.857,,,0,0.0,0.75,1.31,0.29,1.29
Trent Thornton,2024,30,SEA,AL,71,0,0,72.1,10,3,6,1,0,0.9,,,0,0.0,1.12,1.31,0.13,1.29
Tanner Banks,2024,32,2TM,2LG,63,2,0,72.1,11,0,8,3,0,0.727,,,-2,-6.0,1.0,1.33,0.13,1.31
Tanner Banks,2024,32,CHW,AL,41,1,0,48.0,9,0,6,3,0,0.667,,,-1,-4.0,1.13,1.31,0.15,1.29
Tanner Banks,2024,32,PHI,NL,22,1,0,24.1,2,0,2,0,0,1.0,,,-1,-8.0,0.74,1.37,0.09,1.34
Hayden Birdsong,2024,22,SFG,NL,16,16,0,72.0,12,7,4,1,0,0.917,,,0,0.0,1.38,1.36,0.69,1.34
David Robertson,2024,39,TEX,AL,68,0,0,72.0,11,3,8,0,0,1.0,,,1,3.0,1.38,1.31,0.16,1.29
Tanner Scott,2024,29,2TM,NL,72,0,0,72.0,12,5,5,2,0,0.833,,,-2,-6.0,1.25,1.36,0.14,1.34
Tanner Scott,2024,29,MIA,NL,44,0,0,45.2,5,2,2,1,0,0.8,,,-2,-9.0,0.79,1.36,0.09,1.34
Tanner Scott,2024,29,SDP,NL,28,0,0,26.1,7,3,3,1,0,0.857,,,0,0.0,2.05,1.37,0.21,1.34
Dennis Santana,2024,28,2TM,2LG,62,0,0,71.2,12,6,6,0,2,1.0,,,0,0.0,1.51,1.34,0.19,1.32
Dennis Santana,2024,28,NYY,AL,23,0,0,27.1,4,2,2,0,1,1.0,,,-2,-15.0,1.32,1.32,0.17,1.29
Dennis Santana,2024,28,PIT,NL,39,0,0,44.1,8,4,4,0,1,1.0,,,2,9.0,1.62,1.36,0.21,1.34
Ty Blach,2024,33,COL,NL,20,12,0,71.1,19,5,14,0,2,1.0,,,4,11.0,2.4,1.36,0.95,1.34
Cole Sands,2024,26,MIN,AL,62,0,0,71.1,10,5,4,1,0,0.9,,,-1,-3.0,1.14,1.31,0.15,1.29
A.J. Puk,2024,29,2TM,NL,62,4,0,71.1,7,2,5,0,1,1.0,,,1,3.0,0.88,1.35,0.11,1.34
A.J. Puk,2024,29,MIA,NL,32,4,0,44.0,6,2,4,0,1,1.0,,,1,5.0,1.23,1.35,0.19,1.34
A.J. Puk,2024,29,ARI,NL,30,0,0,27.1,1,0,1,0,0,1.0,,,0,0.0,0.33,1.35,0.03,1.34
Alexander Canario,2024,24,CHC,NL,14,7,4,71.0,24,24,0,0,0,1.0,1.0,24.0,2,34.0,3.04,2.21,1.71,2.18
Buck Farmer,2024,33,CIN,NL,61,1,0,71.0,6,3,3,0,0,1.0,,,-1,-3.0,0.76,1.36,0.1,1.34
Josh Hader,2024,30,HOU,AL,71,0,0,71.0,9,3,6,0,0,1.0,,,2,6.0,1.14,1.31,0.13,1.29
Griffin Jax,2024,29,MIN,AL,72,0,0,71.0,10,4,6,0,0,1.0,,,1,3.0,1.27,1.31,0.14,1.29
Nacho Alvarez Jr.,2024,21,ATL,NL,8,8,8,70.2,21,8,13,0,3,1.0,0.0,-5.0,-1,-17.0,2.67,3.96,2.63,3.89
Kevin Kelly,2024,26,TBR,AL,68,0,0,70.2,15,4,11,0,0,1.0,,,0,0.0,1.91,1.31,0.22,1.29
Andrew Kittredge,2024,34,STL,NL,74,0,0,70.2,11,3,7,1,1,0.909,,,-2,-6.0,1.27,1.36,0.14,1.34
Declan Cronin,2024,26,MIA,NL,56,0,0,70.1,8,4,3,1,0,0.875,,,-5,-14.0,0.9,1.36,0.13,1.34
Tyler Rogers,2024,33,SFG,NL,77,0,0,70.1,15,5,9,1,1,0.933,,,-2,-6.0,1.79,1.36,0.18,1.34
Will Vest,2024,29,DET,AL,69,0,0,70.1,11,4,7,0,0,1.0,,,1,3.0,1.41,1.31,0.16,1.29
Kevin Ginkel,2024,30,ARI,NL,72,0,0,70.0,8,4,4,0,0,1.0,,,0,0.0,1.03,1.36,0.11,1.34
César Salazar,2024,28,HOU,AL,10,7,5,70.0,89,83,4,2,0,0.978,0.0,0.0,0,0.0,11.19,9.15,8.7,9.03
Jalen Beeks,2024,30,2TM,NL,71,0,0,70.0,11,3,7,1,1,0.909,,,0,0.0,1.29,1.35,0.14,1.34
Jalen Beeks,2024,30,COL,NL,45,0,0,49.1,7,2,5,0,0,1.0,,,1,4.0,1.28,1.35,0.16,1.34
Jalen Beeks,2024,30,PIT,NL,26,0,0,20.2,4,1,2,1,1,0.75,,,-1,-10.0,1.31,1.35,0.12,1.34
Adrian Houser,2024,31,NYM,NL,23,7,0,69.1,15,4,11,0,1,1.0,,,3,9.0,1.95,1.36,0.65,1.34
Raisel Iglesias,2024,34,ATL,NL,66,0,0,69.1,15,4,11,0,1,1.0,,,2,6.0,1.95,1.36,0.23,1.34
Austin Shenton,2024,26,TBR,AL,10,8,7,69.1,65,62,3,0,3,1.0,0.0,2.0,0,0.0,8.44,8.02,6.5,7.92
Jahmai Jones,2024,26,NYY,AL,19,5,4,69.0,25,16,8,1,1,0.96,1.0,9.0,0,0.0,3.13,2.79,1.26,2.53
Landon Knack,2024,26,LAD,NL,15,12,0,69.0,8,7,1,0,0,1.0,,,-2,-6.0,1.04,1.36,0.53,1.34
Valente Bellozo,2024,24,MIA,NL,13,13,0,68.2,9,4,5,0,0,1.0,,,1,3.0,1.18,1.36,0.69,1.34
Joe Jiménez,2024,29,ATL,NL,69,0,0,68.2,6,2,3,1,0,0.833,,,0,0.0,0.66,1.36,0.07,1.34
Tayler Scott,2024,32,HOU,AL,62,1,0,68.2,16,11,5,0,0,1.0,,,1,3.0,2.1,1.31,0.26,1.29
Dylan Floro,2024,33,2TM,NL,66,0,0,68.2,12,6,6,0,0,1.0,,,-1,-3.0,1.57,1.36,0.18,1.34
Dylan Floro,2024,33,WSN,NL,51,0,0,52.1,8,3,5,0,0,1.0,,,0,0.0,1.38,1.36,0.16,1.34
Dylan Floro,2024,33,ARI,NL,15,0,0,16.1,4,3,1,0,0,1.0,,,-1,-12.0,2.2,1.38,0.27,1.34
Grant Holmes,2024,28,ATL,NL,26,7,0,68.1,9,3,6,0,1,1.0,,,-1,-3.0,1.19,1.36,0.35,1.34
Roansy Contreras,2024,24,2TM,2LG,49,3,0,68.1,10,3,6,1,0,0.9,,,0,0.0,1.19,1.33,0.18,1.3
Roansy Contreras,2024,24,PIT,NL,12,0,0,16.1,2,2,0,0,0,1.0,,,0,0.0,1.1,1.38,0.17,1.34
Roansy Contreras,2024,24,LAA,AL,37,3,0,52.0,8,1,6,1,0,0.875,,,0,0.0,1.21,1.32,0.19,1.29
Beau Brieske,2024,26,DET,AL,46,12,0,67.2,11,3,8,0,1,1.0,,,2,6.0,1.46,1.32,0.24,1.29
Hayden Wesneski,2024,26,CHC,NL,28,7,0,67.2,17,8,7,2,1,0.882,,,-1,-3.0,2.0,1.36,0.54,1.34
Michael Kopech,2024,28,2TM,2LG,67,0,0,67.2,9,6,2,1,0,0.889,,,-2,-6.0,1.06,1.33,0.12,1.31
Michael Kopech,2024,28,CHW,AL,43,0,0,43.2,5,3,2,0,0,1.0,,,-1,-5.0,1.03,1.32,0.12,1.29
Michael Kopech,2024,28,LAD,NL,24,0,0,24.0,4,3,0,1,0,0.75,,,-1,-8.0,1.13,1.35,0.13,1.34
Trenton Brooks,2024,28,SFG,NL,9,8,4,67.1,63,61,2,0,8,1.0,0.0,-2.0,0,0.0,8.42,8.29,7.0,8.18
Erik Miller,2024,26,SFG,NL,73,10,0,67.1,6,0,5,1,0,0.833,,,0,0.0,0.67,1.36,0.07,1.34
Joey Wentz,2024,26,2TM,2LG,46,1,0,67.1,9,3,5,1,0,0.889,,,-2,-6.0,1.07,1.31,0.17,1.3
Joey Wentz,2024,26,DET,AL,38,1,0,55.1,7,3,3,1,0,0.857,,,-2,-7.0,0.98,1.3,0.16,1.29
Joey Wentz,2024,26,PIT,NL,8,0,0,12.0,2,0,2,0,0,1.0,,,0,0.0,1.5,1.35,0.25,1.34
Tim Hill,2024,34,2TM,AL,62,0,0,67.0,27,4,21,2,1,0.926,,,0,0.0,3.36,1.3,0.4,1.29
Tim Hill,2024,34,CHW,AL,27,0,0,23.0,8,1,5,2,0,0.75,,,-1,-9.0,2.35,1.29,0.22,1.29
Tim Hill,2024,34,NYY,AL,35,0,0,44.0,19,3,16,0,1,1.0,,,1,5.0,3.89,1.31,0.54,1.29
Jakob Junis,2024,31,2TM,NL,24,6,0,67.0,6,2,4,0,2,1.0,,,1,3.0,0.81,1.36,0.25,1.34
Jakob Junis,2024,31,MIL,NL,10,1,0,26.0,4,2,2,0,1,1.0,,,0,0.0,1.38,1.35,0.4,1.34
Jakob Junis,2024,31,CIN,NL,14,5,0,41.0,2,0,2,0,1,1.0,,,1,5.0,0.44,1.36,0.14,1.34
Fernando Cruz,2024,34,CIN,NL,69,3,0,66.2,9,2,7,0,0,1.0,,,1,3.0,1.22,1.36,0.13,1.34
Ryan Fernandez,2024,26,STL,NL,62,0,0,66.2,11,5,6,0,0,1.0,,,-1,-3.0,1.49,1.36,0.18,1.34
José Leclerc,2024,30,TEX,AL,64,0,0,66.2,8,2,5,1,1,0.875,,,0,0.0,0.95,1.31,0.11,1.29
Jesús Luzardo,2024,26,MIA,NL,12,12,0,66.2,13,3,10,0,0,1.0,,,2,6.0,1.76,1.36,1.08,1.34
Trevor Williams,2024,32,WSN,NL,13,13,0,66.2,7,2,5,0,0,1.0,,,2,6.0,0.95,1.36,0.54,1.34
Shawn Armstrong,2024,33,3TM,2LG,57,7,0,66.2,4,0,4,0,1,1.0,,,-3,-9.0,0.54,1.32,0.07,1.31
Shawn Armstrong,2024,33,2TM,NL,19,0,0,20.0,1,0,1,0,1,1.0,,,-1,-10.0,0.45,1.35,0.05,1.34
Shawn Armstrong,2024,33,TBR,AL,38,7,0,46.2,3,0,3,0,0,1.0,,,-2,-9.0,0.58,1.31,0.08,1.29
Shawn Armstrong,2024,33,STL,NL,11,0,0,12.2,0,0,0,0,0,,,,-1,-16.0,0.0,1.35,0.0,1.34
Shawn Armstrong,2024,33,CHC,NL,8,0,0,7.1,1,0,1,0,1,1.0,,,0,0.0,1.23,1.35,0.13,1.34
Ryan Helsley,2024,29,STL,NL,65,0,0,66.1,9,6,3,0,2,1.0,,,0,0.0,1.22,1.36,0.14,1.34
Jeff Hoffman,2024,31,PHI,NL,68,0,0,66.1,10,9,1,0,0,1.0,,,-2,-6.0,1.36,1.36,0.15,1.34
Ryan Thompson,2024,32,ARI,NL,67,0,0,66.1,21,7,13,1,1,0.952,,,-1,-3.0,2.71,1.36,0.3,1.34
Alex Vesia,2024,28,LAD,NL,67,0,0,66.1,8,1,6,1,1,0.875,,,1,3.0,0.95,1.36,0.1,1.34
Nate Pearson,2024,27,2TM,2LG,60,1,0,66.1,1,1,0,0,0,1.0,,,-2,-6.0,0.14,1.33,0.02,1.31
Nate Pearson,2024,27,TOR,AL,41,0,0,40.0,1,1,0,0,0,1.0,,,-2,-10.0,0.23,1.31,0.02,1.29
Nate Pearson,2024,27,CHC,NL,19,1,0,26.1,0,0,0,0,0,,,,0,0.0,0.0,1.37,0.0,1.34
Jacob Barnes,2024,34,WSN,NL,63,0,0,66.0,9,6,2,1,0,0.889,,,-2,-6.0,1.09,1.36,0.13,1.34
Tim Herrin,2024,27,CLE,AL,75,0,0,65.2,20,2,17,1,2,0.95,,,4,12.0,2.6,1.32,0.25,1.29
Brent Suter,2024,34,CIN,NL,47,3,0,65.2,18,7,10,1,0,0.944,,,2,6.0,2.33,1.36,0.36,1.34
Jack Kochanowicz,2024,23,LAA,AL,11,11,0,65.1,10,3,7,0,1,1.0,,,1,3.0,1.38,1.31,0.91,1.29
Trevor Richards,2024,31,2TM,AL,55,2,0,65.1,7,2,2,3,0,0.571,,,0,0.0,0.55,1.31,0.07,1.29
Trevor Richards,2024,31,TOR,AL,45,2,0,52.1,5,1,2,2,0,0.6,,,1,4.0,0.52,1.31,0.07,1.29
Trevor Richards,2024,31,MIN,AL,10,0,0,13.0,2,1,0,1,0,0.5,,,-1,-15.0,0.69,1.32,0.1,1.29
Mason Miller,2024,25,OAK,AL,55,0,0,65.0,3,2,1,0,0,1.0,,,-1,-3.0,0.42,1.32,0.05,1.29
Blake Sabol,2024,26,SFG,NL,8,7,5,65.0,70,66,1,3,0,0.957,-3.0,-55.0,0,0.0,9.28,9.06,8.38,8.94
Robert Suarez,2024,33,SDP,NL,65,0,0,65.0,7,5,2,0,0,1.0,,,1,3.0,0.97,1.36,0.11,1.34
Hoby Milner,2024,33,MIL,NL,61,1,0,64.2,23,11,12,0,0,1.0,,,4,12.0,3.2,1.36,0.38,1.34
David Festa,2024,24,MIN,AL,14,13,0,64.1,5,1,4,0,0,1.0,,,-1,-3.0,0.7,1.32,0.36,1.29
Tyler Kinley,2024,33,COL,NL,67,0,0,64.0,10,2,7,1,0,0.9,,,-1,-3.0,1.27,1.36,0.13,1.34
Enyel De Los Santos,2024,28,3TM,2LG,64,0,0,64.0,8,3,4,1,0,0.875,,,0,0.0,0.98,1.34,0.11,1.33
Enyel De Los Santos,2024,28,2TM,AL,20,0,0,23.2,6,2,4,0,0,1.0,,,2,17.0,2.28,1.29,0.3,1.3
Enyel De Los Santos,2024,28,SDP,NL,44,0,0,40.1,2,1,0,1,0,0.5,,,-2,-10.0,0.22,1.36,0.02,1.34
Enyel De Los Santos,2024,28,NYY,AL,5,0,0,6.1,1,1,0,0,0,1.0,,,0,0.0,1.42,1.28,0.2,1.3
Enyel De Los Santos,2024,28,CHW,AL,15,0,0,17.1,5,1,4,0,0,1.0,,,2,23.0,2.6,1.3,0.33,1.29
Phil Maton,2024,31,2TM,2LG,71,0,0,64.0,9,2,7,0,0,1.0,,,0,0.0,1.27,1.32,0.13,1.31
Phil Maton,2024,31,TBR,AL,40,0,0,35.1,4,0,4,0,0,1.0,,,0,0.0,1.02,1.3,0.1,1.29
Phil Maton,2024,31,NYM,NL,31,0,0,28.2,5,2,3,0,0,1.0,,,0,0.0,1.57,1.35,0.16,1.34
Kyle Finnegan,2024,32,WSN,NL,65,0,0,63.2,5,0,5,0,1,1.0,,,-2,-6.0,0.71,1.36,0.08,1.34
Adrián Morejón,2024,25,SDP,NL,60,0,0,63.2,6,1,5,0,0,1.0,,,-3,-9.0,0.85,1.36,0.1,1.34
Osvaldo Bido,2024,28,OAK,AL,16,9,0,63.1,9,3,5,1,0,0.889,,,-1,-3.0,1.14,1.31,0.5,1.29
Jesse Chavez,2024,40,ATL,NL,46,0,0,63.1,11,2,8,1,0,0.909,,,0,0.0,1.42,1.36,0.22,1.34
Greg Weissert,2024,29,BOS,AL,62,0,0,63.1,11,4,7,0,1,1.0,,,1,3.0,1.56,1.31,0.18,1.29
Clay Holmes,2024,31,NYY,AL,67,0,0,63.0,10,6,4,0,0,1.0,,,-2,-6.0,1.43,1.31,0.15,1.29
Daniel Hudson,2024,37,LAD,NL,65,0,0,63.0,7,4,3,0,0,1.0,,,0,0.0,1.0,1.36,0.11,1.34
Orion Kerkering,2024,23,PHI,NL,64,2,0,63.0,4,3,1,0,0,1.0,,,-1,-3.0,0.57,1.36,0.06,1.34
Génesis Cabrera,2024,27,TOR,AL,69,0,0,62.2,6,3,3,0,0,1.0,,,-2,-6.0,0.86,1.31,0.09,1.29
Yuki Matsui,2024,28,SDP,NL,64,0,0,62.2,6,1,4,1,0,0.833,,,-1,-3.0,0.72,1.36,0.08,1.34
Matt Strahm,2024,32,PHI,NL,66,0,0,62.2,3,1,2,0,0,1.0,,,1,3.0,0.43,1.36,0.05,1.34
Donovan Walton,2024,30,SFG,NL,9,6,6,62.2,26,10,16,0,1,1.0,-1.0,-10.0,1,19.0,3.73,4.12,2.89,3.78
Bryan Hudson,2024,27,MIL,NL,43,0,0,62.1,10,5,5,0,0,1.0,,,1,3.0,1.44,1.36,0.23,1.34
Jared Koenig,2024,30,MIL,NL,55,6,0,62.0,7,0,5,2,0,0.714,,,-1,-3.0,0.73,1.36,0.09,1.34
Tyson Miller,2024,28,2TM,2LG,58,0,0,62.0,5,3,2,0,0,1.0,,,-1,-3.0,0.73,1.35,0.09,1.33
Tyson Miller,2024,28,SEA,AL,9,0,0,11.2,1,1,0,0,0,1.0,,,0,0.0,0.77,1.31,0.11,1.29
Tyson Miller,2024,28,CHC,NL,49,0,0,50.1,4,2,2,0,0,1.0,,,-1,-4.0,0.72,1.36,0.08,1.34
José Alvarado,2024,29,PHI,NL,66,0,0,61.2,4,2,2,0,0,1.0,,,-3,-10.0,0.58,1.36,0.06,1.34
Aroldis Chapman,2024,36,PIT,NL,68,0,0,61.2,9,2,7,0,0,1.0,,,0,0.0,1.31,1.36,0.13,1.34
Kirby Yates,2024,37,TEX,AL,61,0,0,61.2,11,4,6,1,0,0.909,,,0,0.0,1.46,1.31,0.16,1.29
Lucas Erceg,2024,29,2TM,AL,61,0,0,61.2,13,5,7,1,2,0.923,,,0,0.0,1.75,1.3,0.2,1.29
Lucas Erceg,2024,29,OAK,AL,38,0,0,36.2,10,5,5,0,2,1.0,,,1,5.0,2.45,1.3,0.26,1.29
Lucas Erceg,2024,29,KCR,AL,23,0,0,25.0,3,0,2,1,0,0.667,,,-1,-8.0,0.72,1.3,0.09,1.29
Peter Lambert,2024,27,COL,NL,28,3,0,61.1,14,5,7,2,2,0.857,,,0,0.0,1.76,1.36,0.43,1.34
Jeremiah Estrada,2024,25,SDP,NL,62,0,0,61.0,4,1,2,1,0,0.75,,,-1,-3.0,0.44,1.36,0.05,1.34
Austin Voth,2024,32,SEA,AL,68,0,0,61.0,13,10,2,1,0,0.923,,,0,0.0,1.77,1.31,0.18,1.29
Emerson Hancock,2024,25,SEA,AL,12,12,0,60.2,13,9,2,2,0,0.846,,,0,0.0,1.63,1.31,0.92,1.29
Ehire Adrianza,2024,34,LAA,AL,8,6,6,60.0,14,2,12,0,2,1.0,1.0,18.0,1,20.0,2.1,2.91,1.75,2.8
Yennier Cano,2024,30,BAL,AL,70,0,0,60.0,15,6,9,0,1,1.0,,,3,10.0,2.25,1.31,0.21,1.29
Garrett Cleavinger,2024,30,TBR,AL,68,0,0,60.0,6,0,6,0,0,1.0,,,-4,-13.0,0.9,1.31,0.09,1.29
Jason Foley,2024,28,DET,AL,69,0,0,60.0,6,1,5,0,1,1.0,,,-1,-3.0,0.9,1.31,0.09,1.29
John King,2024,29,STL,NL,56,0,0,60.0,19,6,12,1,0,0.947,,,-1,-3.0,2.7,1.37,0.32,1.34
Taylor Rogers,2024,33,SFG,NL,64,0,0,60.0,9,2,6,1,0,0.889,,,1,3.0,1.2,1.37,0.13,1.34
Robert Garcia,2024,28,WSN,NL,72,0,0,59.2,4,0,3,1,1,0.75,,,-1,-3.0,0.45,1.36,0.04,1.34
Justin Lawrence,2024,29,COL,NL,56,0,0,59.2,15,4,11,0,1,1.0,,,0,0.0,2.26,1.36,0.27,1.34
Dylan Lee,2024,29,ATL,NL,52,0,0,59.2,6,1,5,0,0,1.0,,,2,7.0,0.91,1.36,0.12,1.34
Joe Mantiply,2024,33,ARI,NL,75,2,0,59.2,12,4,7,1,1,0.917,,,-2,-7.0,1.66,1.36,0.15,1.34
Anthony Molina,2024,22,COL,NL,35,1,0,59.2,12,8,4,0,0,1.0,,,-1,-3.0,1.81,1.36,0.34,1.34
Bryce Jarvis,2024,26,ARI,NL,44,0,0,59.1,8,3,5,0,0,1.0,,,1,3.0,1.21,1.37,0.18,1.34
Andrés Muñoz,2024,25,SEA,AL,60,0,0,59.1,9,0,8,1,0,0.889,,,0,0.0,1.21,1.3,0.13,1.29
Héctor Neris,2024,35,2TM,2LG,62,0,0,59.1,10,4,4,2,0,0.8,,,-2,-7.0,1.21,1.33,0.13,1.33
Héctor Neris,2024,35,CHC,NL,46,0,0,44.0,9,4,4,1,0,0.889,,,-1,-5.0,1.64,1.35,0.17,1.34
Héctor Neris,2024,35,HOU,AL,16,0,0,15.1,1,0,0,1,0,0.0,,,-1,-13.0,0.0,1.29,0.0,1.29
Camilo Doval,2024,26,SFG,NL,62,0,0,59.0,15,7,6,2,2,0.867,,,-2,-7.0,1.98,1.36,0.21,1.34
Grae Kessinger,2024,26,HOU,AL,18,4,3,59.0,30,17,12,1,4,0.967,0.0,6.0,0,0.0,4.42,3.58,1.61,3.38
Joel Payamps,2024,30,MIL,NL,68,0,0,59.0,6,1,3,2,0,0.667,,,0,0.0,0.61,1.36,0.06,1.34
JoJo Romero,2024,27,STL,NL,65,0,0,59.0,6,0,6,0,0,1.0,,,2,7.0,0.92,1.36,0.09,1.34
Cal Stevenson,2024,27,PHI,NL,16,6,3,59.0,24,23,1,0,0,1.0,-1.0,-16.0,-1,-20.0,3.66,2.21,1.5,2.18
Luis García,2024,37,2TM,AL,60,0,0,59.0,6,3,3,0,0,1.0,,,-2,-7.0,0.92,1.31,0.1,1.29
Luis García,2024,37,LAA,AL,45,0,0,43.2,4,3,1,0,0,1.0,,,-2,-9.0,0.82,1.32,0.09,1.29
Luis García,2024,37,BOS,AL,15,0,0,15.1,2,0,2,0,0,1.0,,,0,0.0,1.17,1.29,0.13,1.29
Drew Smyly,2024,35,CHC,NL,50,0,0,58.2,7,3,3,1,0,0.857,,,-2,-7.0,0.92,1.37,0.12,1.34
Seranthony Domínguez,2024,29,2TM,2LG,63,0,0,58.2,11,6,5,0,0,1.0,,,-1,-3.0,1.69,1.33,0.17,1.32
Seranthony Domínguez,2024,29,PHI,NL,38,0,0,36.0,5,3,2,0,0,1.0,,,-2,-11.0,1.25,1.35,0.13,1.34
Seranthony Domínguez,2024,29,BAL,AL,25,0,0,22.2,6,3,3,0,0,1.0,,,1,9.0,2.38,1.31,0.24,1.29
Jorge Alcalá,2024,28,MIN,AL,54,0,0,58.1,10,4,6,0,0,1.0,,,-2,-7.0,1.54,1.31,0.19,1.29
Chris Stratton,2024,33,KCR,AL,57,0,0,58.1,12,2,10,0,1,1.0,,,3,10.0,1.85,1.31,0.21,1.29
Chase Anderson,2024,36,2TM,AL,29,1,0,58.1,7,5,2,0,0,1.0,,,-1,-3.0,1.08,1.31,0.24,1.29
Chase Anderson,2024,36,BOS,AL,27,1,0,52.0,5,4,1,0,0,1.0,,,-1,-4.0,0.87,1.32,0.19,1.29
Chase Anderson,2024,36,TEX,AL,2,0,0,6.1,2,1,1,0,0,1.0,,,0,0.0,2.84,1.28,1.0,1.3
Mike Baumann,2024,28,5TM,2LG,57,0,0,58.1,12,7,3,2,0,0.833,,,-2,-7.0,1.54,1.34,0.18,1.3
Mike Baumann,2024,28,3TM,AL,45,0,0,44.0,9,5,2,2,0,0.778,,,-2,-9.0,1.43,1.33,0.16,1.29
Mike Baumann,2024,28,2TM,NL,12,0,0,14.1,3,2,1,0,0,1.0,,,0,0.0,1.88,1.38,0.25,1.33
Mike Baumann,2024,28,BAL,AL,17,0,0,18.1,5,2,2,1,0,0.8,,,0,0.0,1.96,1.33,0.24,1.29
Mike Baumann,2024,28,SEA,AL,18,0,0,16.1,2,1,0,1,0,0.5,,,-1,-12.0,0.55,1.32,0.06,1.29
Mike Baumann,2024,28,SFG,NL,1,0,0,0.2,0,0,0,0,0,,,,0,0.0,0.0,1.35,0.0,1.3
Mike Baumann,2024,28,LAA,AL,10,0,0,9.1,2,2,0,0,0,1.0,,,-1,-21.0,1.93,1.35,0.2,1.29
